cntr_01,dist_x,pang_x,ra_01,dec_01,reqkey,tn,object,ra,dec,irac8,irac8u,iras12,iras12u,irs16,irs16u,irs22,irs22u,mips24,mips24u,iras25,iras25u,mips24_irac8,mips24_irs16,irs16_irac8,iras25_iras12,ra_sl,dec_sl,pa_sl,ra_ll,dec_ll,pa_ll,date_obs,campname,bandpass,oflag,ratio_sl2_sl1,ratio_sl1_ll2,ratio_ll2_ll1,ra_rqst,dec_rqst,ra_del,dec_del,width_sl2,width_sl1,width_ll2,width_ll1,xtable,enhid,campid,obsrvr,progid,wave_min,wave_max
516,null,null,1.9019327000E+02,2.7564950900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
517,null,null,1.9035732000E+02,-5.7834291000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
518,0.317874,-170.162830,1.9166620600E+02,5.4534287000E+01,26492160,1,NGC 4686,191.66618,54.53420,1.637E-02,8.375E-04,2.306E-02,8.214E-04,3.459E-02,1.553E-03,4.494E-02,2.361E-03,4.491E-02,2.121E-03,4.631E-02,2.235E-03,2.7434,1.2984,2.1130,2.0082,191.66618,54.53420,62.38177,191.66589,54.53425,-21.35819,2008-05-30 21:32:52,IRSX010400,IRS Merged 5.217-37.86um,15,0.903,0.846,0.976,191.66612,54.53419,0.00003,0.00001,2.68,2.94,7.50,8.32,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26492160/enhanced/SPITZER_S5_26492160_01_merge.tbl"">Table spectrum</a><br />",15251,1467,"Weaver, Kimberly",50588,5.21725,37.86356
519,null,null,1.9199124200E+02,-5.8500104000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
520,null,null,1.9305196400E+02,-1.3414765000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
521,null,null,1.9333461300E+02,-4.1635597000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
522,null,null,1.9373477100E+02,-2.6950538000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
523,0.240368,79.559054,1.9404648400E+02,-5.7893621000E+00,27437312,1,3c279,194.04656,-5.78935,8.271E-02,1.465E-03,1.228E-01,2.378E-03,1.824E-01,3.631E-03,2.627E-01,5.349E-03,2.688E-01,5.676E-03,2.747E-01,5.640E-03,3.2499,1.4737,2.2053,2.2370,194.04656,-5.78935,-162.21222,194.04657,-5.78936,114.04780,2009-03-04 19:55:50,IRSX012000,IRS Merged 5.217-37.86um,15,0.934,0.936,0.935,194.04654,-5.78931,0.00001,-0.00004,2.42,2.76,6.47,8.82,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX012000/r27437312/enhanced/SPITZER_S5_27437312_01_merge.tbl"">Table spectrum</a><br />",15936,1487,"Wehrle, Ann",50231,5.21725,37.86356
524,0.029074,-36.405458,1.9502228500E+02,1.6537453500E+01,4165120,1,2MASSJ130005.3,195.02228,16.53746,7.355E-02,4.029E-03,9.997E-02,3.625E-03,1.396E-01,4.023E-03,1.652E-01,4.752E-03,1.600E-01,4.512E-03,1.621E-01,4.632E-03,2.1754,1.1461,1.8980,1.6215,195.02228,16.53746,28.92557,195.02229,16.53743,-54.81255,2004-06-08 11:51:04,IRSX003300,IRS Merged 5.217-37.86um,15,0.892,0.968,1.003,195.02229,16.53744,-0.00001,0.00002,2.39,2.76,6.55,8.26,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003300/r4165120/enhanced/SPITZER_S5_4165120_01_merge.tbl"">Table spectrum</a><br />",566,735,"Low, Frank",49,5.21725,37.86356
525,null,null,1.9574517000E+02,1.6407711400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
526,0.756085,-10.206496,1.9599789300E+02,5.3791633300E+01,26498048,1,SBS 1301+540,195.99783,53.79184,1.012E-02,7.663E-04,1.386E-02,7.656E-04,1.805E-02,1.429E-03,1.793E-02,2.041E-03,1.722E-02,1.818E-03,1.809E-02,1.949E-03,1.7016,0.9540,1.7836,1.3052,195.99783,53.79184,74.62564,195.99795,53.79177,-9.11432,2008-05-22 04:49:13,IRSX010400,IRS Merged 5.217-37.86um,15,1.039,0.844,0.934,195.99779,53.79169,0.00002,0.00014,2.54,2.71,5.60,null,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26498048/enhanced/SPITZER_S5_26498048_01_merge.tbl"">Table spectrum</a><br />",15268,1467,"Weaver, Kimberly",50588,5.21725,37.86356
527,0.278431,-31.845312,1.9605457100E+02,-5.5515957000E+00,4854016,1,NGC4941,196.05453,-5.55153,2.718E-02,1.098E-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,196.05453,-5.55153,17.81121,null,null,null,2004-07-15 07:43:36,IRSX003500,IRS Merged 5.217-14.22um,3,0.835,null,null,196.05441,-5.55161,0.00012,0.00008,2.85,2.94,null,null,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003500/r4854016/enhanced/SPITZER_S5_4854016_01_merge.tbl"">Table spectrum</a><br />",793,741,"Werner, Michael",86,5.21725,14.22932
528,0.161600,44.531009,1.9605967800E+02,-1.0339502000E+01,4853760,1,NGC4939,196.05971,-10.33947,1.649E-02,1.056E-03,4.301E-02,1.408E-03,1.223E-01,3.208E-03,2.117E-01,5.175E-03,2.157E-01,5.263E-03,2.200E-01,5.290E-03,13.0807,1.7637,7.4166,5.1151,196.05971,-10.33947,-162.36536,196.05965,-10.33946,113.89541,2004-01-06 13:30:35,IRSX002600,IRS Merged 5.217-37.86um,15,0.985,0.678,0.948,196.05971,-10.33964,0.00000,0.00016,2.74,2.94,7.31,8.48,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX002600/r4853760/enhanced/SPITZER_S5_4853760_01_merge.tbl"">Table spectrum</a><br />",792,708,"Werner, Michael",86,5.21725,37.86356
529,0.837073,-82.835529,1.9636438500E+02,-4.9468039000E+01,8768000,1,NGC 4945,196.36403,-49.46801,null,null,null,null,null,null,6.560E+00,1.055E-01,7.988E+00,1.443E-01,1.024E+01,1.748E-01,null,null,null,null,null,null,null,196.36403,-49.46801,-82.36303,2004-06-27 14:02:58,IRSX003400,IRS Merged 14.32-37.86um,12,null,null,0.645,196.36450,-49.46822,-0.00031,0.00021,null,null,9.91,9.89,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003400/r8768000/enhanced/SPITZER_S5_8768000_01_merge.tbl"">Table spectrum</a><br />",1871,738,"Houck, James",14,14.32338,37.86356
530,0.086712,-150.674509,1.9638755200E+02,-1.0555379000E+01,14195712,1,pg1302-102,196.38754,-10.55540,null,null,null,null,null,null,8.825E-02,1.971E-03,9.058E-02,2.137E-03,8.975E-02,2.013E-03,null,null,null,null,null,null,null,196.38754,-10.55540,114.24017,2006-01-29 23:03:56,IRSX006100,IRS Merged 14.32-37.86um,12,null,null,0.932,196.38754,-10.55539,0.00000,-0.00001,null,null,6.30,8.79,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX006100/r14195712/enhanced/SPITZER_S5_14195712_01_merge.tbl"">Table spectrum</a><br />",6339,819,"Ogle, Patrick",20142,14.32338,37.86356
531,0.758451,-58.525724,1.9660884600E+02,-4.0414610000E+01,18942720,1,ESO 323-077,196.60861,-40.41450,3.683E-01,4.645E-03,4.782E-01,8.405E-03,7.498E-01,1.242E-02,1.094E+00,1.805E-02,1.112E+00,2.041E-02,1.164E+00,2.023E-02,3.0193,1.4831,2.0358,2.4341,196.60861,-40.41450,18.00603,196.60875,-40.41447,-65.73397,2006-08-05 19:50:38,IRSX007200,IRS Merged 5.217-37.86um,15,0.790,0.808,0.938,196.60889,-40.41458,-0.00020,0.00009,2.71,2.94,6.05,9.69,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007200/r18942720/enhanced/SPITZER_S5_18942720_01_merge.tbl"">Table spectrum</a><br />",10045,855,"Weaver, Kimberly",30745,5.21725,37.86356
532,null,null,1.9680038300E+02,-4.0407563000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
533,0.442528,-72.970542,1.9727333000E+02,1.1634144000E+01,26490880,1,NGC 4992,197.27321,11.63418,5.628E-02,1.154E-03,5.729E-02,1.314E-03,8.480E-02,2.399E-03,1.058E-01,3.452E-03,1.109E-01,3.352E-03,1.123E-01,3.493E-03,1.9705,1.3078,1.5068,1.9602,197.27321,11.63418,29.65273,197.27321,11.63420,-54.08725,2008-07-05 00:02:12,IRSX011400,IRS Merged 5.217-37.86um,15,0.894,0.980,0.857,197.27333,11.63414,-0.00012,0.00004,2.51,2.79,6.13,8.65,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX011400/r26490880/enhanced/SPITZER_S5_26490880_01_merge.tbl"">Table spectrum</a><br />",15246,1466,"Weaver, Kimberly",50588,5.21725,37.86356
534,null,null,1.9768069200E+02,-5.5869818000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
535,null,null,1.9765436900E+02,-5.6448508000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
536,null,null,1.9773857200E+02,8.6273098000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
537,0.043674,145.517247,1.9827406300E+02,-1.1128440000E+01,14195968,1,pg1310-108,198.27406,-11.12845,3.723E-02,6.325E-04,6.407E-02,1.236E-03,1.025E-01,1.858E-03,1.212E-01,2.448E-03,1.121E-01,2.486E-03,1.148E-01,2.422E-03,3.0110,1.0937,2.7532,1.7918,198.27406,-11.12845,-162.38466,198.27402,-11.12840,113.87536,2006-01-29 22:33:01,IRSX006100,IRS Merged 5.217-37.86um,15,0.848,0.967,1.050,198.27408,-11.12844,-0.00002,-0.00001,2.56,2.76,6.47,8.32,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX006100/r14195968/enhanced/SPITZER_S5_14195968_01_merge.tbl"">Table spectrum</a><br />",6340,819,"Ogle, Patrick",20142,5.21725,37.86356
538,null,null,1.9845398900E+02,3.6899444300E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
539,null,null,1.9836448600E+02,3.6593877100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
540,null,null,1.9882215600E+02,4.4407189500E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
541,null,null,1.9922623500E+02,-7.1924177000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
542,null,null,2.0024823600E+02,8.9783658000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
543,0.350884,140.307712,2.0060192500E+02,-1.6728445000E+01,20367616,1,MCG-03-34-064,200.60199,-16.72852,3.537E-01,4.288E-03,7.194E-01,1.241E-02,1.502E+00,2.438E-02,2.245E+00,3.641E-02,2.271E+00,4.123E-02,2.336E+00,4.012E-02,6.4207,1.5120,4.2465,3.2472,200.60199,-16.72852,-159.50241,200.60207,-16.72853,116.75762,2007-03-08 15:11:50,IRSX008000,IRS Merged 5.217-37.86um,15,0.847,0.829,0.944,200.60188,-16.72844,0.00011,-0.00007,2.62,2.82,6.97,8.65,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX008000/r20367616/enhanced/SPITZER_S5_20367616_01_merge.tbl"">Table spectrum</a><br />",10628,1085,"Armus, Lee",30323,5.21725,37.86356
544,0.184861,13.168078,2.0136509400E+02,-4.3019220000E+01,8766464,1,Centaurus A,201.36511,-43.01917,8.125E-01,9.777E-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,201.36511,-43.01917,-145.08980,null,null,null,2004-02-27 17:40:12,IRSX002800,IRS Merged 5.217-14.22um,3,0.915,null,null,201.36508,-43.01911,0.00002,-0.00006,2.54,2.91,null,null,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX002800/r8766464/enhanced/SPITZER_S5_8766464_01_merge.tbl"">Table spectrum</a><br />",1868,714,"Houck, James",14,5.21725,14.22932
545,null,null,2.0280762200E+02,-2.5402756000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
546,null,null,2.0301859500E+02,-5.1619911000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
547,276.545659,102.281640,2.0316927000E+02,-7.7844588000E+01,26359552,1,CD-77 601,203.52622,-77.86070,1.855E-01,3.842E-03,9.848E-02,2.726E-03,4.865E-02,1.891E-03,2.333E-02,1.162E-03,1.975E-02,6.368E-04,2.214E-02,9.811E-04,0.1065,0.4060,0.2623,0.2248,203.52622,-77.86070,46.94655,203.52615,-77.86061,-36.79348,2008-10-12 03:07:41,IRSX010600,IRS Merged 5.217-37.86um,15,1.144,1.070,1.054,203.52600,-77.86067,0.00004,-0.00003,2.48,2.59,5.71,7.98,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010600/r26359552/enhanced/SPITZER_S5_26359552_01_merge.tbl"">Table spectrum</a><br />",15159,1435,"Kospal, Agnes",50538,5.21725,37.86356
548,null,null,2.0335877000E+02,-3.4014805000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
549,null,null,2.0366512100E+02,-2.3446541000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
550,null,null,2.0395103400E+02,2.9989335000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
551,2.411576,-72.897749,2.0397404500E+02,-3.4295617000E+01,4849920,1,M-6-30-15,203.97327,-34.29542,1.051E-01,2.316E-03,1.699E-01,3.422E-03,4.657E-01,7.935E-03,6.924E-01,1.168E-02,6.867E-01,1.281E-02,7.030E-01,1.245E-02,6.5338,1.4746,4.4310,4.1377,203.97327,-34.29542,5.30249,203.97378,-34.29534,-78.43540,2004-06-28 07:26:28,IRSX003400,IRS Merged 5.217-37.86um,15,1.226,0.444,0.968,203.97725,-34.29733,-0.00329,0.00192,2.76,2.96,6.22,8.74,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX003400/r4849920/enhanced/SPITZER_S5_4849920_01_merge.tbl"">Table spectrum</a><br />",778,738,"Werner, Michael",86,5.21725,37.86356
552,null,null,2.0441575500E+02,-1.2956863000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
553,1.116407,119.032559,2.0456614800E+02,4.5426605000E+00,18946304,1,NGC 5252,204.56642,4.54251,3.332E-02,8.673E-04,4.676E-02,1.094E-03,8.293E-02,1.769E-03,1.102E-01,2.395E-03,1.066E-01,2.416E-03,1.105E-01,2.438E-03,3.1993,1.2854,2.4889,2.3631,204.56642,4.54251,19.42081,204.56613,4.54263,-64.31920,2007-07-31 07:21:39,IRSX008300,IRS Merged 5.217-37.86um,15,1.002,0.652,1.005,204.56650,4.54258,-0.00008,-0.00007,2.71,2.91,8.40,8.23,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18946304/enhanced/SPITZER_S5_18946304_01_merge.tbl"">Table spectrum</a><br />",10056,1094,"Weaver, Kimberly",30745,5.21725,37.86356
554,null,null,2.0530367800E+02,-1.4644506000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
555,null,null,2.0527397900E+02,6.7672226100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
556,null,null,2.0529643100E+02,3.0378130000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
557,0.139305,-122.867099,2.0553491000E+02,3.5654301000E+01,22089216,1,NGC 5273,205.53487,35.65428,null,null,2.401E-02,2.001E-03,4.146E-02,3.879E-03,7.519E-02,6.200E-03,7.989E-02,5.362E-03,8.408E-02,5.818E-03,null,1.9269,null,3.5019,205.53487,35.65428,-150.08231,205.53502,35.65426,126.17771,2008-01-22 04:51:34,IRSX010100,IRS Merged 7.576-37.86um,14,null,0.746,0.882,205.53493,35.65431,-0.00004,-0.00003,null,2.96,6.64,8.65,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010100/r22089216/enhanced/SPITZER_S5_22089216_01_merge.tbl"">Table spectrum</a><br />",11987,1406,"Rieke, George",40936,7.57612,37.86356
558,null,null,2.0606526600E+02,1.9566646400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
559,null,null,2.0632985900E+02,4.1712371600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
560,null,null,2.0661841300E+02,1.9378689100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
561,null,null,2.0653532200E+02,7.3348147600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
562,null,null,2.0690002800E+02,-6.0617743000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
563,null,null,2.0682824000E+02,2.1827081000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
564,1.141844,-65.009180,2.0733025300E+02,-3.0309494000E+01,18506496,1,IC4329a,207.32993,-30.30936,5.944E-01,7.128E-03,9.280E-01,1.603E-02,1.565E+00,2.545E-02,1.960E+00,3.191E-02,1.924E+00,3.505E-02,1.953E+00,3.366E-02,3.2369,1.2294,2.6329,2.1045,207.32993,-30.30936,8.94251,207.33005,-30.30944,-74.79747,2007-07-29 07:51:14,IRSX008300,IRS Merged 5.217-37.86um,15,0.960,0.823,0.974,207.33038,-30.30956,-0.00039,0.00019,2.48,2.79,5.71,9.16,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX008300/r18506496/enhanced/SPITZER_S5_18506496_01_merge.tbl"">Table spectrum</a><br />",9412,1094,"Gorjian, Varoujan",30572,5.21725,37.86356
